0	171960at4890
2	208006at4890
3	15077at4890
4	263988at4890
6	136250at4890
6	219754at4890
18	106093at4890
20	11266at4890
24	294790at4890
27	193784at4890
30	198752at4890
33	119154at4890
37	313137at4890
37	91633at4890
39	296725at4890
41	348590at4890
42	147312at4890
42	300130at4890
42	308024at4890
42	343143at4890
43	147134at4890
43	246212at4890
44	340599at4890
45	127478at4890
45	177617at4890
46	174612at4890
46	280584at4890
47	275250at4890
53	116896at4890
53	297336at4890
53	303830at4890
55	344512at4890
57	187455at4890
58	347969at4890
61	273954at4890
65	207286at4890
66	130793at4890
66	173312at4890
69	303479at4890
69	346088at4890
69	359042at4890
72	295308at4890
73	291815at4890
74	13343at4890
75	336163at4890
76	252424at4890
77	272417at4890
77	317878at4890
81	220388at4890
82	275223at4890
86	21311at4890
86	276376at4890
86	309891at4890
86	99989at4890
87	277433at4890
87	312537at4890
88	328585at4890
89	288703at4890
90	309975at4890
90	334166at4890
91	314374at4890
91	337574at4890
93	221486at4890
93	287912at4890
93	342950at4890
93	92851at4890
94	203227at4890
94	324765at4890
94	343810at4890
95	304717at4890
95	353763at4890
97	344753at4890
98	136456at4890
98	208793at4890
98	251484at4890
98	304016at4890
98	345985at4890
99	191007at4890
99	215308at4890
99	321038at4890
100	174547at4890
100	246691at4890
100	291505at4890
100	329745at4890
101	220407at4890
101	293673at4890
101	356170at4890
101	356998at4890
101	357539at4890
102	124728at4890
102	312795at4890
103	142524at4890
103	286606at4890
104	301222at4890
104	318300at4890
105	169078at4890
105	355402at4890
105	9929at4890
106	188660at4890
106	255986at4890
106	314098at4890
106	319470at4890
106	326438at4890
106	344023at4890
106	344931at4890
106	352677at4890
107	139387at4890
107	163139at4890
108	180981at4890
108	247789at4890
108	307611at4890
109	136889at4890
109	270956at4890
109	284017at4890
109	332474at4890
109	339122at4890
109	354150at4890
109	357056at4890
110	315918at4890
110	322758at4890
111	211321at4890
111	233273at4890
111	288157at4890
111	322166at4890
111	326848at4890
111	328729at4890
111	347878at4890
111	353282at4890
111	52334at4890
112	101213at4890
112	135181at4890
112	307154at4890
113	130738at4890
113	175648at4890
113	215411at4890
113	296491at4890
113	300199at4890
114	158678at4890
114	21776at4890
114	255380at4890
114	279698at4890
114	285859at4890
114	308748at4890
114	312873at4890
114	504at4890
115	134677at4890
115	252800at4890
115	2629at4890
115	335212at4890
115	342958at4890
115	350796at4890
116	130554at4890
116	182100at4890
116	224905at4890
116	287439at4890
116	288189at4890
116	334382at4890
116	349202at4890
116	3995at4890
117	114848at4890
117	193436at4890
117	204180at4890
117	245384at4890
117	263191at4890
117	263705at4890
117	286579at4890
117	334197at4890
117	41954at4890
118	115004at4890
118	1627at4890
118	188171at4890
118	240077at4890
118	252644at4890
118	285036at4890
118	294420at4890
118	30009at4890
118	311839at4890
118	323569at4890
118	326325at4890
118	333118at4890
118	3488at4890
118	350097at4890
118	377at4890
118	53410at4890
119	253847at4890
119	294791at4890
119	296871at4890
119	316513at4890
119	322265at4890
119	324491at4890
119	324506at4890
119	325336at4890
119	3444at4890
119	358582at4890
119	38468at4890
120	148603at4890
120	16256at4890
120	187029at4890
120	231583at4890
120	233592at4890
120	23385at4890
120	248499at4890
120	268297at4890
120	271944at4890
120	27578at4890
120	277375at4890
120	295883at4890
120	304095at4890
120	329665at4890
120	340783at4890
120	342489at4890
120	346367at4890
120	350470at4890
120	350523at4890
120	37253at4890
121	10728at4890
121	127800at4890
121	1372at4890
121	14869at4890
121	1691at4890
121	18372at4890
121	188064at4890
121	197231at4890
121	208555at4890
121	232480at4890
121	233978at4890
121	263086at4890
121	271463at4890
121	305767at4890
121	306798at4890
121	312366at4890
121	319656at4890
121	326359at4890
121	3557at4890
121	356833at4890
121	78352at4890
122	111745at4890
122	11622at4890
122	14399at4890
122	155796at4890
122	165262at4890
122	20855at4890
122	243083at4890
122	248841at4890
122	258298at4890
122	262969at4890
122	2653at4890
122	28480at4890
122	287749at4890
122	305993at4890
122	310390at4890
122	312009at4890
122	315892at4890
122	322923at4890
122	33896at4890
122	342062at4890
122	364928at4890
122	69897at4890
123	130323at4890
123	132883at4890
123	134389at4890
123	135977at4890
123	150818at4890
123	191313at4890
123	19513at4890
123	201969at4890
123	208614at4890
123	235543at4890
123	237832at4890
123	24394at4890
123	263093at4890
123	266187at4890
123	28275at4890
123	282988at4890
123	295749at4890
123	296515at4890
123	297115at4890
123	309243at4890
123	310289at4890
123	316857at4890
123	345647at4890
123	348370at4890
123	349224at4890
123	44015at4890
123	44813at4890
123	5330at4890
123	56260at4890
123	61371at4890
123	62977at4890
123	83098at4890
123	85232at4890
123	98141at4890
124	10480at4890
124	10917at4890
124	109994at4890
124	144019at4890
124	151239at4890
124	165228at4890
124	175764at4890
124	19101at4890
124	20492at4890
124	2239at4890
124	2241at4890
124	22726at4890
124	231625at4890
124	238193at4890
124	24253at4890
124	254455at4890
124	278809at4890
124	304394at4890
124	324453at4890
124	325518at4890
124	330398at4890
124	345038at4890
124	36572at4890
124	366582at4890
124	41247at4890
124	43781at4890
124	45816at4890
124	55228at4890
124	6263at4890
124	72508at4890
124	73707at4890
124	96550at4890
125	103938at4890
125	10872at4890
125	11641at4890
125	116973at4890
125	119371at4890
125	12223at4890
125	125929at4890
125	13059at4890
125	133089at4890
125	135392at4890
125	144027at4890
125	172384at4890
125	176865at4890
125	178432at4890
125	182988at4890
125	185772at4890
125	190976at4890
125	19486at4890
125	200785at4890
125	212510at4890
125	224512at4890
125	238346at4890
125	24733at4890
125	249995at4890
125	25255at4890
125	263174at4890
125	263689at4890
125	263839at4890
125	26601at4890
125	26763at4890
125	268668at4890
125	27070at4890
125	278070at4890
125	279318at4890
125	281256at4890
125	286049at4890
125	286118at4890
125	290629at4890
125	296713at4890
125	300456at4890
125	306395at4890
125	311663at4890
125	315057at4890
125	325753at4890
125	342805at4890
125	345065at4890
125	352985at4890
125	354714at4890
125	39674at4890
125	40467at4890
125	41281at4890
125	47850at4890
125	48378at4890
125	56049at4890
125	62803at4890
125	65701at4890
125	78062at4890
125	78473at4890
125	83120at4890
125	8809at4890
126	101465at4890
126	101880at4890
126	10795at4890
126	10962at4890
126	114318at4890
126	125930at4890
126	130539at4890
126	150585at4890
126	159564at4890
126	16998at4890
126	1872at4890
126	202821at4890
126	207433at4890
126	20789at4890
126	227580at4890
126	229320at4890
126	230278at4890
126	238870at4890
126	239792at4890
126	244701at4890
126	262829at4890
126	263885at4890
126	264623at4890
126	267369at4890
126	269204at4890
126	271897at4890
126	27306at4890
126	278954at4890
126	28672at4890
126	286855at4890
126	292933at4890
126	293265at4890
126	29415at4890
126	299189at4890
126	300062at4890
126	30240at4890
126	307809at4890
126	318167at4890
126	318169at4890
126	31904at4890
126	319673at4890
126	326049at4890
126	328156at4890
126	335047at4890
126	336688at4890
126	351366at4890
126	352787at4890
126	354830at4890
126	358354at4890
126	365705at4890
126	4161at4890
126	45291at4890
126	47289at4890
126	47833at4890
126	4961at4890
126	52721at4890
126	53283at4890
126	56355at4890
126	7497at4890
126	78644at4890
126	79847at4890
126	81484at4890
126	8339at4890
126	83773at4890
126	87211at4890
126	98184at4890
126	98628at4890
127	104906at4890
127	109030at4890
127	110035at4890
127	112283at4890
127	116022at4890
127	118835at4890
127	133204at4890
127	133279at4890
127	13514at4890
127	139019at4890
127	144126at4890
127	144613at4890
127	148583at4890
127	153452at4890
127	154234at4890
127	154484at4890
127	158698at4890
127	163995at4890
127	16615at4890
127	169786at4890
127	179627at4890
127	184203at4890
127	186295at4890
127	1902at4890
127	194188at4890
127	203165at4890
127	206382at4890
127	210451at4890
127	21153at4890
127	213148at4890
127	218896at4890
127	219826at4890
127	225267at4890
127	236419at4890
127	245002at4890
127	245473at4890
127	249890at4890
127	250347at4890
127	25264at4890
127	253075at4890
127	256024at4890
127	25961at4890
127	260824at4890
127	26127at4890
127	264501at4890
127	264844at4890
127	267819at4890
127	276054at4890
127	276385at4890
127	27773at4890
127	278098at4890
127	284344at4890
127	286813at4890
127	288784at4890
127	291022at4890
127	296480at4890
127	300426at4890
127	300984at4890
127	312415at4890
127	319139at4890
127	32318at4890
127	331712at4890
127	3339at4890
127	335075at4890
127	337000at4890
127	337193at4890
127	339653at4890
127	341003at4890
127	344030at4890
127	350525at4890
127	357964at4890
127	361750at4890
127	41512at4890
127	41603at4890
127	4479at4890
127	5198at4890
127	59607at4890
127	59819at4890
127	59995at4890
127	60739at4890
127	63664at4890
127	65709at4890
127	66756at4890
127	68422at4890
127	76980at4890
127	8345at4890
127	9309at4890
127	95526at4890
127	96051at4890
127	97889at4890
128	100750at4890
128	102546at4890
128	103379at4890
128	10358at4890
128	109571at4890
128	111471at4890
128	112244at4890
128	11683at4890
128	118634at4890
128	11957at4890
128	127337at4890
128	134648at4890
128	138504at4890
128	145042at4890
128	145076at4890
128	145897at4890
128	15281at4890
128	153270at4890
128	153835at4890
128	16552at4890
128	168695at4890
128	171082at4890
128	17135at4890
128	171623at4890
128	18168at4890
128	182039at4890
128	184194at4890
128	187847at4890
128	189623at4890
128	190878at4890
128	192781at4890
128	193378at4890
128	19415at4890
128	205428at4890
128	209713at4890
128	210922at4890
128	212128at4890
128	218776at4890
